seq_id,domain,phylum,class,order,family,genus,species
KF717516.1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris
KF477120.1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Bhargavaea,Bhargavaea beijingensis
AB435652.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sp. 1R7
DQ458839.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Halobacillus sp. YT242
MF796848.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Plantibacter,Plantibacter flavus
DQ153967.1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus,Ureibacillus thermosphaericus
KX828366.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella tarda
KU983861.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Psychrobacillus,Psychrobacillus insolitus
KF318390.1,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis lurida
NR_027226.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,Paeniglutamicibacter psychrophenolicus
KJ775748.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. ARC-ML2A4
KY861729.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus viridans
AY972215.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Ochrobactrum tritici
KY454702.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,Nesterenkonia sp.
KJ942860.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter citreus
AF053899.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia varigena
LT860215.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Citreicella,Citreicella sp. AK110
HM179181.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pontibacillus,Pontibacillus chungwhensis
KX987307.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia sp.
KJ135311.1,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. KIS31-44
FN811288.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter sp. p1o1
KX035057.1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Williamsiaceae,Williamsia,Williamsia sp.
KU942442.1,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces sp. AS95
KF322099.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinococcus,Marinococcus luteus
KF424790.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,Shinella granuli
KT325054.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonas,Aurantimonas sp. BR-70
KU255242.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Litomosoides brasiliensis
KY616569.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,Nitratireductor kimnyeongensis
EU680815.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. dYTae-13
JF907037.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella sp. IPPBC-Cs16
KJ572857.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria palustris
JX893550.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
KU180337.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea rwandensis
MF354581.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae
AM945675.1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. MAN K22
KY913950.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudovibrio,Pseudovibrio sp.
KY034407.1,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,Microbulbifer agarilyticus
NR_112102.1,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes missouriensis
KY038291.1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella spumae
KX348384.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus succinus
AF027600.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella sp. B202R
FJ491390.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Parageobacillus,Parageobacillus thermoglucosidasius
FJ655494.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola
EF433789.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter endosymbiont of Tamarixia radiata
KX768297.1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris
MF796613.1,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,Microbulbifer sp.
NR_044212.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Devosia albogilva
DQ211706.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus poinarii
EU884098.1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix sp. ectosymbiont of Niphargus ictus
FR691406.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea sp. R-38307
KR184432.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus,Phycicoccus sp. I12A-02932
FM179610.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus
AM884350.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. SK2
JF513178.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia oryzae
AY543019.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium divergens
KP639140.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus,Phycicoccus sp. LZB055
JQ977510.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia,Knoellia sp. Dca10
NR_137211.1,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces guangxiensis
AY498634.1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis
MG432686.1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis
EF608165.1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,Aneurinibacillus migulanus
NR_148825.1,Bacteria,Actinobacteria,Actinobacteria,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,Actinopolyspora salinaria
KP159746.1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes
MG310263.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus ayderensis
JF343184.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,Alishewanella sp. IARI-L-23
KP234007.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter albidus
KM979138.1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera sp. H2-17
NR_149199.1,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces khenchelensis
HM241877.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,Gallibacterium anatis
EU878821.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sp. nah_58
DQ205454.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus bovienii
KX982741.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,Shinella kummerowiae
KX638775.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
EU086782.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter oxydans
AB546278.1,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea,Lentzea sp. IR11-RCA120
AB680249.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus halophilus
JQ687358.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus sp. TZ01
FJ174599.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus fusiformis
JN182699.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Chelatococcaceae,Chelatococcus,Chelatococcus sp. BHU2
MF620068.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria rhizophila
KX989124.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp.
GU226320.1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris
EF177687.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,Salinicoccus sp. Y16
FJ457201.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas ruthenica
KU992635.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sphaeroides
LK022181.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Citreicella,Citreicella aestuarii
KJ873908.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinococcus,Marinococcus halophilus
AY360150.1,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Verrucosispora,Verrucosispora sp. e80
KX449303.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Asaia,Asaia bogorensis
CP013773.1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis
KP823047.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus sp. Unisa41
KJ191452.1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Williamsiaceae,Williamsia,Williamsia sp. PE32
HQ398366.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia,Knoellia sp. BA1(2011)
EU868867.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,Salimicrobium luteum
KF155488.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Candidatus Neoehrlichia,Candidatus Neoehrlichia mikurensis
JN039418.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus sp. 21(2012)
KX021846.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp.
JQ359093.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,Agrococcus sp. DoB22
LC018180.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma platys
AB595137.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans
MG230321.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya sp.
DQ666559.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus capsulatus
AB305321.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pontibacillus,Pontibacillus sp. IVC1-3
AJ551162.2,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Glutamicibacter,Glutamicibacter ardleyensis
KJ729114.1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris
JQ313581.1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris
EU418709.2,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii
MF428979.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus caseolyticus
AM910188.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sp. R-27019
GQ924559.1,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Sphaerisporangium,Sphaerisporangium sp. ACT-0128
KP268896.1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia cyriacigeorgica
KF958190.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus bengalensis
GQ280100.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,Alishewanella sp. JS-30
KP137458.1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Portiera,Candidatus Portiera aleyrodidarum
KF876875.1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus rifietoensis
JN791382.1,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,Microbulbifer sp. MM30
MF354852.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae
MF965052.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Parageobacillus,Parageobacillus caldoxylosilyticus
AB247595.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium rhizogenes
AB841007.1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia sp. R5-25
KR029285.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera sp. mixed culture J15-42
KJ808818.1,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis sp. 109.5
LC081221.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter sp. VTH-AE83
AY918113.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter sp. 7-7
NR_024673.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Pseudoclavibacter,Pseudoclavibacter alba
AJ542657.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. 4318-8/1
DQ666548.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus capsulatus
MG438467.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici
AB245366.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter lindaniclasticus
KX618939.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava,Thioclava sp.
EU196342.1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,Marinibacillus sp. NP15
CP003176.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella abortus
CP002299.1,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia inefficax
LC107905.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,Alishewanella tabrizica
KY616340.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter alkaliphilus
GQ505340.1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halovibrio,Halovibrio variabilis
KY770088.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp.
KM287509.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella sp. LLH-Slr-17
KF150417.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus xylanilyticus
EF517968.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,Salimicrobium halophilum
KX924526.1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella pulmonis
DQ839372.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. DB2
GU434261.1,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis sp. PIP 172
DQ062098.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola,Mycetocola reblochoni
KJ425410.1,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Sphaerisporangium,Sphaerisporangium sp. NEAU-TX3-8
LN866629.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,Salinicoccus amylolyticus
MG515261.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,Sodalis-like symbiont of Ommatidiotus dissimilis
LN610464.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter hydrocarbonoclasticus
LC094429.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus buchneri
KY046275.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma bovis
JN366712.1,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces sp. 55N3-1
KT760467.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter toxicus
AF170739.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,Agrococcus sp. QSSC2-2
NR_112024.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,Methylosinus trichosporium
MF526226.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Cryocola,Cryocola sp.
KX821764.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,Nesterenkonia halotolerans
LN879852.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sp. MB12
FJ770217.1,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. HBDN08
GU597369.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium sp. Tx2
KX928167.1,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Modestobacter,Modestobacter sp.
KY770549.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ponticoccus,Ponticoccus sp.
EU442560.1,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Streptomonospora,Streptomonospora sp. YIM 91511
NR_152083.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonas,Aurantimonas endophytica
EF032671.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus caseolyticus
DQ520887.1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halovibrio,Halovibrio variabilis
MF111489.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp.
AM411911.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium sp. P-56
KC019206.1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella sp. AB79
KX649195.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus ethanolidurans
HG975596.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium zatmanii
FN662850.1,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,Dactylosporangium sp. BK-56
JQ659618.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,Ornithinibacillus bavariensis
KM502231.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. RSO103
MF034699.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella piscicida
AY968229.1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis
KP995424.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Sphingorhabdus sp. WM62
KC705267.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinococcus,Marinococcus sp. HL3
KC447318.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium vulgare
KJ024055.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus sp. A.c9
JN903898.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter hydrocarbonoclasticus
KX502847.1,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis sp.
NR_029154.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia akari
FJ215788.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 3411BRRJ
AY368574.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. J486
DQ344859.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Marinilactibacillus,Marinilactibacillus sp. B5_(MB)_30.02mbsf
KT382255.1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus pycnus
LN830096.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Arsenophonus endosymbiont of Bemisia tabaci
NR_037063.1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,Kitasatospora setae
AF053896.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia ruminalis
M55220.1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,Kitasatospora setae
NR_116308.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter morbifer
KX099308.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pontibacillus,Pontibacillus sp.
CP023225.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella abortus
JX315322.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Jeotgalicoccus halophilus
AY114167.1,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces vulgaris
AF131348.1,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. IM-3145
LN650567.1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,Nesterenkonia halobia
EU503162.1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia
KC853296.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola
KF040436.1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Williamsiaceae,Williamsia,Williamsia sp. EGI 80171
KC422323.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum
EU570393.1,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis dassonvillei
KX241548.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas sp.
